Date	Price	
05/09/2024	160.5
05/10/2024	161.65
05/13/2024	163.3
05/14/2024	164.4
05/15/2024	166.65
05/16/2024	167.45
05/17/2024	167.25
05/20/2024	167.2
05/21/2024	167
05/22/2024	170
05/23/2024	171.3
05/24/2024	170.6
05/27/2024	172.95
05/28/2024	173.2
05/29/2024	170.85
05/30/2024	167.9
05/31/2024	166
06/03/2024	169.55
06/04/2024	166.85
06/05/2024	168.45
06/06/2024	174.2
06/07/2024	172.85
06/11/2024	173.3
06/12/2024	176.4
06/13/2024	178.95
06/14/2024	180
06/17/2024	180
06/18/2024	183
06/19/2024	187.95
06/20/2024	189.75
06/21/2024	188.6
06/24/2024	184
06/25/2024	183.9
06/26/2024	185.35
06/27/2024	185.3
06/28/2024	186.45
07/01/2024	186.6
07/02/2024	185.35
07/03/2024	187.6
07/04/2024	192.5
07/05/2024	191.8
07/08/2024	197.85
07/09/2024	197.65
07/10/2024	198.35
07/11/2024	202.75
07/12/2024	196.35
07/15/2024	196.7
07/16/2024	196.85
07/17/2024	194.1
07/18/2024	190.6
07/19/2024	186.25
07/22/2024	180.7
07/23/2024	186.3
07/26/2024	179
07/29/2024	180.6
07/30/2024	180.6
07/31/2024	180.85
08/01/2024	184
08/02/2024	174.7
08/05/2024	158.75
08/06/2024	167.5
08/07/2024	174.15
08/08/2024	170.55
08/09/2024	175.85
08/12/2024	178.05
08/13/2024	178.5
08/14/2024	180.75
08/15/2024	179.35
08/16/2024	183.4
08/19/2024	183.65
08/20/2024	183.75
08/21/2024	181.8
08/22/2024	180.85
08/23/2024	180.95
08/26/2024	181.25
08/27/2024	180.45
08/28/2024	183
08/29/2024	180.5
08/30/2024	181.35
09/02/2024	180.85
09/03/2024	180.05
09/04/2024	171.25
09/05/2024	172.3
09/06/2024	174.75
09/09/2024	172.05
09/10/2024	172.35
09/11/2024	171.85
09/12/2024	178.3
09/13/2024	178.4
09/16/2024	178.75
09/18/2024	177.85
09/19/2024	180.15
09/20/2024	182.45
09/23/2024	183.25
09/24/2024	185
09/25/2024	187.75
09/26/2024	189.3
09/27/2024	188.9
09/30/2024	183.95
10/01/2024	183.6
10/04/2024	183.6
10/07/2024	188.15
10/08/2024	187.25
10/09/2024	189
10/11/2024	192.15
10/14/2024	192.3
10/15/2024	196.4
10/16/2024	193
10/17/2024	193.3
10/18/2024	198.1
10/21/2024	198.05
10/22/2024	197.3
10/23/2024	196
10/24/2024	194.8
10/25/2024	196.4
10/28/2024	196.05
10/29/2024	191.5
10/30/2024	191.8
11/01/2024	190.5
11/04/2024	192.95
11/05/2024	193.65
11/06/2024	195.2
11/07/2024	197.45
11/08/2024	199
11/11/2024	199.1
11/12/2024	194
11/13/2024	192.75
11/14/2024	191
11/15/2024	192.35
11/18/2024	189.65
11/19/2024	192.25
11/20/2024	191.45
11/21/2024	189.35
11/22/2024	193.05
11/25/2024	192.35
11/26/2024	189.85
11/27/2024	187.1
11/28/2024	186.8
11/29/2024	187.25
12/02/2024	191.7
12/03/2024	194.3
12/04/2024	195.45
12/05/2024	196.5
12/06/2024	195.75
12/09/2024	196
12/10/2024	194.6
12/11/2024	192.9
12/12/2024	195.15
12/13/2024	195.3
12/16/2024	196.1
12/17/2024	197.1
12/18/2024	197.1
12/19/2024	194.4
12/20/2024	192.6
12/23/2024	197.25
12/24/2024	197.8
12/25/2024	198.4
12/26/2024	198.25
12/27/2024	198.9
12/30/2024	197.8
12/31/2024	195.75
01/02/2025	194.05
01/03/2025	196
01/06/2025	202.15
