Date	Price	
01/10/2019	74.8
01/11/2019	75.5
01/14/2019	75
01/15/2019	75.65
01/16/2019	75.55
01/17/2019	75.55
01/18/2019	75.95
01/21/2019	76.5
01/22/2019	74.05
01/23/2019	73.7
01/24/2019	74.05
01/25/2019	75
01/28/2019	75.15
01/29/2019	74.5
01/30/2019	74.35
02/11/2019	75.15
02/12/2019	75.65
02/13/2019	75.5
02/14/2019	75.25
02/15/2019	75.05
02/18/2019	75.65
02/19/2019	75.5
02/20/2019	76.35
02/21/2019	77.1
02/22/2019	76.95
02/25/2019	77.5
02/26/2019	77.7
02/27/2019	77.65
03/04/2019	76.95
03/05/2019	76.75
03/06/2019	76.95
03/07/2019	76.65
03/08/2019	76
03/11/2019	76.15
03/12/2019	77.25
03/13/2019	77.1
03/14/2019	77.05
03/15/2019	77.6
03/18/2019	78.1
03/19/2019	78.4
03/20/2019	78.5
03/21/2019	79.15
03/22/2019	79.35
03/25/2019	78.15
03/26/2019	78.65
03/27/2019	78.5
03/28/2019	78.5
03/29/2019	79.15
04/01/2019	79.85
04/02/2019	80.15
04/03/2019	80.15
04/08/2019	80.9
04/09/2019	81.4
04/10/2019	81.5
04/11/2019	81.15
04/12/2019	81.1
04/15/2019	81.85
04/16/2019	82.1
04/17/2019	82.75
04/18/2019	82.7
04/19/2019	82.8
04/22/2019	82.7
04/23/2019	83.05
04/24/2019	83.2
04/25/2019	83.4
04/26/2019	82.45
04/29/2019	82.8
04/30/2019	82.8
05/02/2019	83
05/03/2019	83.75
05/06/2019	82.3
05/07/2019	83.15
05/08/2019	82.55
05/09/2019	81.55
05/10/2019	81.5
05/13/2019	80.15
05/14/2019	79.65
05/15/2019	79.75
05/16/2019	79.05
05/17/2019	78.25
05/20/2019	78.2
05/21/2019	78.4
05/22/2019	78.4
05/23/2019	76.95
05/24/2019	77.35
05/27/2019	77.15
05/28/2019	77.1
05/29/2019	76.75
05/30/2019	77.4
05/31/2019	78.45
06/03/2019	78.55
06/04/2019	78.05
06/05/2019	78.3
06/06/2019	77.7
06/10/2019	79.05
06/11/2019	79.4
06/12/2019	79.7
06/13/2019	79.05
06/14/2019	78.9
06/17/2019	78.7
06/18/2019	78.9
06/19/2019	80.75
06/20/2019	80.85
06/21/2019	80.85
06/24/2019	81.2
06/25/2019	80.75
06/26/2019	80.35
06/27/2019	81.5
06/28/2019	80.9
07/01/2019	82.65
07/02/2019	82.45
07/03/2019	81.5
07/04/2019	82
07/05/2019	81.9
07/08/2019	81.6
07/09/2019	81.5
07/10/2019	82.2
07/11/2019	82.85
07/12/2019	82.75
07/15/2019	83.2
07/16/2019	83.35
07/17/2019	82.8
07/18/2019	82.7
07/19/2019	83
07/22/2019	83.4
07/23/2019	83.6
07/24/2019	83.55
07/25/2019	83.8
07/26/2019	83.25
07/29/2019	83.45
07/30/2019	83.2
07/31/2019	82.8
08/01/2019	82.3
08/02/2019	80.95
08/05/2019	80.15
08/06/2019	80.1
08/07/2019	79.7
08/08/2019	80.65
08/12/2019	80.6
08/13/2019	79.7
08/14/2019	80.3
08/15/2019	79.4
08/16/2019	80.35
08/19/2019	80.8
08/20/2019	81
08/21/2019	81.1
08/22/2019	80.9
08/23/2019	81
08/26/2019	79.65
08/27/2019	79.85
08/28/2019	80.4
08/29/2019	80.55
08/30/2019	81.85
09/02/2019	81.9
09/03/2019	81.2
09/04/2019	82.15
09/05/2019	83
09/06/2019	83.5
09/09/2019	83.8
09/10/2019	83.4
09/11/2019	83.45
09/12/2019	83.9
09/16/2019	84.4
09/17/2019	84.25
09/18/2019	84.95
09/19/2019	84.45
09/20/2019	84.7
09/23/2019	84.5
09/24/2019	84.65
09/25/2019	84.1
09/26/2019	84.3
09/27/2019	84.6
10/01/2019	85.95
10/02/2019	85.65
10/03/2019	84.8
10/04/2019	85.15
10/07/2019	85.45
10/08/2019	86.5
10/09/2019	85.8
10/14/2019	87.55
10/15/2019	87.7
10/16/2019	88.1
10/17/2019	88.15
10/18/2019	87.95
10/21/2019	87.85
10/22/2019	88.7
10/23/2019	88.45
10/24/2019	88.8
10/25/2019	88.8
10/28/2019	89.2
10/29/2019	89.45
10/30/2019	89.85
10/31/2019	90.1
11/01/2019	90.1
11/04/2019	92.2
11/05/2019	92.9
11/06/2019	93.35
11/07/2019	92.85
11/08/2019	92.55
11/11/2019	91.15
11/12/2019	92
11/13/2019	91.45
11/14/2019	91.4
11/15/2019	92.3
11/18/2019	92.9
11/19/2019	93.6
11/20/2019	93.25
11/21/2019	92.5
11/22/2019	92.55
11/25/2019	92.6
11/26/2019	92.85
11/27/2019	93.2
11/28/2019	92.95
11/29/2019	91.5
12/02/2019	92.05
12/03/2019	92.05
12/04/2019	91.7
12/05/2019	92.9
12/06/2019	93.05
12/09/2019	93.65
12/10/2019	93
12/11/2019	93.75
12/12/2019	95.85
12/13/2019	96.9
12/16/2019	96.85
12/17/2019	98.15
12/18/2019	98.2
12/19/2019	97.65
12/20/2019	96.95
12/23/2019	97.15
12/24/2019	97.2
12/25/2019	97.35
12/26/2019	97.35
12/27/2019	98
12/30/2019	97.8
12/31/2019	96.95
01/02/2020	97.65
01/03/2020	97.65
01/06/2020	96.4
01/07/2020	96.1
01/08/2020	95.65
01/09/2020	96.95
01/10/2020	97.3
01/13/2020	98
01/14/2020	98.6
01/15/2020	97.6
01/16/2020	97.3
01/17/2020	97.3
01/20/2020	97.7
01/30/2020	92.15
01/31/2020	89.95
02/03/2020	89.05
02/04/2020	90.6
02/05/2020	90.85
02/06/2020	92.3
02/07/2020	91.2
02/10/2020	91
02/11/2020	91.75
02/12/2020	92.65
02/13/2020	92.8
02/14/2020	92.95
02/17/2020	92.3
02/18/2020	91.05
02/19/2020	92.1
02/20/2020	91.7
02/21/2020	91.25
02/24/2020	90.1
02/25/2020	90.35
02/26/2020	89.45
02/27/2020	88.65
03/02/2020	87.35
03/03/2020	88.6
03/04/2020	89.2
03/05/2020	90.2
03/06/2020	88.35
03/09/2020	85.85
03/10/2020	86.3
03/11/2020	85.3
03/12/2020	82.15
03/13/2020	81
03/16/2020	77.3
03/17/2020	74.85
03/18/2020	72.8
03/19/2020	68.55
03/20/2020	74
03/23/2020	70.8
03/24/2020	74.25
03/25/2020	76.85
03/26/2020	77.2
03/27/2020	76.6
03/30/2020	75.85
03/31/2020	76.15
04/01/2020	75.9
04/06/2020	77.05
04/07/2020	78.5
04/08/2020	79.6
04/09/2020	79.25
04/10/2020	79.3
04/13/2020	78.8
04/14/2020	80.95
04/15/2020	81.2
04/16/2020	80.8
04/17/2020	83.25
04/20/2020	83
04/21/2020	80.6
04/22/2020	80.6
04/23/2020	80.9
04/24/2020	80.9
04/27/2020	82.55
04/28/2020	82.55
04/29/2020	83.7
04/30/2020	85.5
05/04/2020	83
05/05/2020	83.4
05/06/2020	83.5
05/07/2020	83.85
05/08/2020	84.35
05/11/2020	85.05
05/12/2020	84.05
05/13/2020	84.3
05/14/2020	83.3
05/15/2020	83.85
05/18/2020	83.15
05/19/2020	83.9
05/20/2020	83.8
05/21/2020	84.5
05/22/2020	82.95
05/25/2020	83.5
05/26/2020	84.45
05/27/2020	84.35
05/28/2020	83.85
05/29/2020	84.45
06/01/2020	84.9
06/02/2020	85.3
06/03/2020	86.8
06/04/2020	87.6
06/05/2020	88.35
06/08/2020	89.5
06/09/2020	89.6
06/10/2020	90.45
06/11/2020	89.05
06/12/2020	88.25
06/15/2020	87
06/16/2020	88.9
06/17/2020	89
06/18/2020	88.9
06/19/2020	88.85
06/22/2020	89.05
06/23/2020	89.45
06/24/2020	90
06/29/2020	89.1
06/30/2020	89.9
07/01/2020	90.5
07/02/2020	91.5
07/03/2020	92.55
07/06/2020	94.15
07/07/2020	94.5
07/08/2020	95.15
07/09/2020	95.45
07/10/2020	94.65
07/13/2020	96.05
07/14/2020	96.65
07/15/2020	97.05
07/16/2020	96.1
07/17/2020	97.2
07/20/2020	97.05
07/21/2020	98.7
07/22/2020	98.95
07/23/2020	98.85
07/24/2020	98.5
07/27/2020	103.3
07/28/2020	103.6
07/29/2020	102.55
07/30/2020	104.05
07/31/2020	103.8
08/03/2020	102
08/04/2020	103.3
08/05/2020	104.3
08/06/2020	105.4
08/07/2020	104.65
08/10/2020	105.6
08/11/2020	104.8
08/12/2020	103.25
08/13/2020	104.25
08/14/2020	104.5
08/17/2020	105.6
08/18/2020	105
08/19/2020	104.25
08/20/2020	100.6
08/21/2020	102.8
08/24/2020	103.1
08/25/2020	103.9
08/26/2020	104.3
08/27/2020	104.55
08/28/2020	103.5
08/31/2020	101.8
09/01/2020	103.35
09/02/2020	103
09/03/2020	103.3
09/04/2020	102.55
09/07/2020	102.4
09/08/2020	103
09/09/2020	102.3
09/10/2020	103.2
09/11/2020	103.25
09/14/2020	104.55
09/15/2020	104.95
09/16/2020	106.55
09/17/2020	105.4
09/18/2020	105.3
09/21/2020	104.45
09/22/2020	103.1
09/23/2020	102.95
09/24/2020	100.45
09/25/2020	100.65
09/28/2020	102.3
09/29/2020	102.55
09/30/2020	103
10/05/2020	103.05
10/06/2020	104.25
10/07/2020	104.8
10/08/2020	106.2
10/12/2020	107.05
10/13/2020	107.1
10/14/2020	106.7
10/15/2020	105.7
10/16/2020	105.25
10/19/2020	106.6
10/20/2020	106
10/21/2020	105.95
10/22/2020	106.1
10/23/2020	106.1
10/26/2020	106.1
10/27/2020	105.5
10/28/2020	105
10/29/2020	103.85
10/30/2020	103
11/02/2020	103.4
11/03/2020	104.6
11/04/2020	106.15
11/05/2020	106.05
11/06/2020	106.7
11/09/2020	108.1
11/10/2020	107.1
11/11/2020	108.75
11/12/2020	108.8
11/13/2020	109.25
11/16/2020	112.8
11/17/2020	113.6
11/18/2020	114.35
11/19/2020	114.15
11/20/2020	114
11/23/2020	115.45
11/24/2020	114.9
11/25/2020	113.95
11/26/2020	114.85
11/27/2020	114.65
11/30/2020	113.3
12/01/2020	114.3
12/02/2020	115.4
12/03/2020	115.4
12/04/2020	117.3
12/07/2020	118.4
12/08/2020	120.05
12/09/2020	120.05
12/10/2020	118.6
12/11/2020	118.75
12/14/2020	118.25
12/15/2020	117.05
12/16/2020	119.25
12/17/2020	118.6
12/18/2020	118.2
12/21/2020	119.35
12/22/2020	118
12/23/2020	118.15
12/24/2020	118.8
12/25/2020	118.95
12/28/2020	120
12/29/2020	119.9
12/30/2020	121.6
12/31/2020	122.25
01/04/2021	124.35
01/05/2021	124.6
01/06/2021	125.95
01/07/2021	128.9
01/08/2021	131.2
01/11/2021	132.3
01/12/2021	132.1
01/13/2021	135.3
01/14/2021	134.05
01/15/2021	134.5
01/18/2021	134.4
01/19/2021	137.95
01/20/2021	138.2
01/21/2021	143
01/22/2021	137.45
01/25/2021	135.6
01/26/2021	132.85
01/27/2021	133.05
01/28/2021	130.35
01/29/2021	128.2
02/01/2021	130.75
02/02/2021	134.45
02/03/2021	134.35
02/04/2021	133.55
02/05/2021	134.8
02/17/2021	140.55
02/18/2021	140.35
02/19/2021	138.85
02/22/2021	138.8
02/23/2021	138.5
02/24/2021	136.45
02/25/2021	137.55
02/26/2021	133.4
03/02/2021	133.45
03/03/2021	135.4
03/04/2021	132.75
03/05/2021	131.95
03/08/2021	131.85
03/09/2021	131.35
03/10/2021	131.9
03/11/2021	134.7
03/12/2021	135.25
03/15/2021	134.9
03/16/2021	135.35
03/17/2021	134.2
03/18/2021	134.9
03/19/2021	132.8
03/22/2021	133.4
03/23/2021	133.6
03/24/2021	131.5
03/25/2021	131.95
03/26/2021	134.35
03/29/2021	135.45
03/30/2021	135.9
03/31/2021	134.75
04/01/2021	135.75
04/06/2021	137.65
04/07/2021	137.8
04/08/2021	138.25
04/09/2021	137.95
04/12/2021	137.15
04/13/2021	137.15
04/14/2021	137.9
04/15/2021	139.05
04/16/2021	139.25
04/19/2021	139.5
04/20/2021	139.25
04/21/2021	138
04/22/2021	137.9
04/23/2021	139.15
04/26/2021	141.2
04/27/2021	141.25
04/28/2021	140.4
04/29/2021	140.6
05/03/2021	138.25
05/04/2021	137.05
05/05/2021	135.75
05/06/2021	136.95
05/07/2021	139.4
05/10/2021	138.45
05/11/2021	133.25
05/12/2021	129.4
05/13/2021	127.5
05/14/2021	128.95
05/17/2021	126.5
05/18/2021	132.3
05/19/2021	131.4
05/20/2021	130.5
05/21/2021	132.35
05/24/2021	132.15
05/25/2021	134.4
05/26/2021	134.5
05/27/2021	133.55
05/28/2021	135.8
05/31/2021	137.1
06/01/2021	137.7
06/02/2021	137.7
06/03/2021	137.6
06/04/2021	136.95
06/07/2021	137.3
06/08/2021	136.5
06/09/2021	135.5
06/10/2021	137.6
06/11/2021	138.1
06/15/2021	138.85
06/16/2021	138.7
06/17/2021	138.3
06/18/2021	138
06/21/2021	134.7
06/22/2021	134.85
06/23/2021	137.05
06/24/2021	136.7
06/25/2021	136.95
06/28/2021	137.2
06/29/2021	137.6
06/30/2021	138.95
07/01/2021	138.3
07/02/2021	138.3
07/05/2021	139.6
07/06/2021	139.75
07/07/2021	139
07/08/2021	138.85
07/09/2021	137.75
07/12/2021	139
07/13/2021	140.15
07/14/2021	140.5
07/15/2021	141.8
07/16/2021	139.9
07/19/2021	138.3
07/20/2021	137.2
07/21/2021	136.7
07/22/2021	137.65
07/23/2021	137.65
07/26/2021	136.45
07/27/2021	136.4
07/28/2021	134.25
07/29/2021	136.5
07/30/2021	136.05
08/02/2021	137.9
08/03/2021	138.45
08/04/2021	139.25
08/05/2021	139
08/06/2021	138.8
08/09/2021	138.4
08/10/2021	137.65
08/11/2021	137.2
08/12/2021	136.95
08/13/2021	135.65
08/16/2021	135.35
08/17/2021	134.35
08/18/2021	134.9
08/19/2021	131.8
08/20/2021	130.75
08/23/2021	134.35
08/24/2021	134.75
08/25/2021	136.05
08/26/2021	137
08/27/2021	138.15
08/30/2021	139.5
08/31/2021	140.35
09/01/2021	141
09/02/2021	139.9
09/03/2021	141.9
09/06/2021	142.55
09/07/2021	141.9
09/08/2021	140.65
09/09/2021	140.3
09/10/2021	141.95
09/13/2021	141.45
09/14/2021	141.6
09/15/2021	140.75
09/16/2021	140.1
09/17/2021	140.5
09/22/2021	137.2
09/23/2021	138
09/24/2021	139.65
09/27/2021	140
09/28/2021	139
09/29/2021	136
09/30/2021	137.05
10/01/2021	133.95
10/04/2021	133.15
10/05/2021	132.95
10/06/2021	133
10/07/2021	135.35
10/08/2021	134.2
10/12/2021	132.85
10/13/2021	132.4
10/14/2021	132.75
10/15/2021	136.25
10/18/2021	135.85
10/19/2021	136.95
10/20/2021	136.6
10/21/2021	136.1
10/22/2021	136.5
10/25/2021	136.4
10/26/2021	137.55
10/27/2021	137.55
10/28/2021	137.15
10/29/2021	135.8
11/01/2021	136.5
11/02/2021	136.25
11/03/2021	136.6
11/04/2021	136.15
11/05/2021	138.1
11/08/2021	139.2
11/09/2021	140.7
11/10/2021	140.5
11/11/2021	139.25
11/12/2021	139.7
11/15/2021	140.95
11/16/2021	141.2
11/17/2021	141.65
11/18/2021	142.45
11/19/2021	142.8
11/22/2021	142.45
11/23/2021	141.1
11/24/2021	140.5
11/25/2021	140.45
11/26/2021	138.15
11/29/2021	138.15
11/30/2021	138
12/01/2021	140.3
12/02/2021	141.8
12/03/2021	141.75
12/06/2021	141.35
12/07/2021	141.8
12/08/2021	142.35
12/09/2021	142
12/10/2021	141.95
12/13/2021	141.5
12/14/2021	140.1
12/15/2021	140.3
12/16/2021	142.05
12/17/2021	141.9
12/20/2021	140.65
12/21/2021	141.85
12/22/2021	141.85
12/23/2021	142.65
12/24/2021	143.05
12/27/2021	144.15
12/28/2021	145.3
12/29/2021	145.95
12/30/2021	145.5
01/03/2022	146.4
01/04/2022	149.6
01/05/2022	149.3
01/06/2022	147.9
01/07/2022	146.6
01/10/2022	147.55
01/11/2022	148.3
01/12/2022	149.55
01/13/2022	150.3
01/14/2022	150.3
01/17/2022	152
01/18/2022	150.3
01/19/2022	148.5
01/20/2022	149.1
01/21/2022	142.65
01/24/2022	144
01/25/2022	141.65
01/26/2022	141.55
02/07/2022	142.3
02/08/2022	142.9
02/09/2022	143.4
02/10/2022	145.05
02/11/2022	144.95
02/14/2022	142.7
02/15/2022	142.05
02/16/2022	144.4
02/17/2022	144.5
02/18/2022	144.1
02/21/2022	143.8
02/22/2022	141.85
02/23/2022	142.25
02/24/2022	138.8
02/25/2022	138.5
03/01/2022	140.45
03/02/2022	139.65
03/03/2022	139.95
03/04/2022	138.45
03/07/2022	134
03/08/2022	131.15
03/09/2022	132.5
03/10/2022	136.35
03/11/2022	134.4
03/14/2022	134.4
03/15/2022	131.65
03/16/2022	132.2
03/17/2022	136.4
03/18/2022	136.1
03/21/2022	137
03/22/2022	136.8
03/23/2022	138.1
03/24/2022	138
03/25/2022	138.2
03/28/2022	136.7
03/29/2022	136.85
03/30/2022	138.55
03/31/2022	138.1
04/01/2022	136.95
04/06/2022	136.25
04/07/2022	133.8
04/08/2022	134.55
04/11/2022	132.45
04/12/2022	132.55
04/13/2022	135.05
04/14/2022	134.55
04/15/2022	132.25
04/18/2022	131.55
04/19/2022	132
04/20/2022	132.65
04/21/2022	132.75
04/22/2022	131.6
04/25/2022	129.25
04/26/2022	129.25
04/28/2022	127.1
04/29/2022	128.75
05/03/2022	127.8
05/04/2022	127.8
05/05/2022	129.25
05/06/2022	126.65
05/09/2022	124.55
05/10/2022	124
05/11/2022	124.2
05/12/2022	121.25
05/13/2022	122.35
05/16/2022	123
05/17/2022	124.35
05/18/2022	125.7
05/19/2022	123.3
05/20/2022	124.65
05/23/2022	124.9
05/24/2022	123.5
05/25/2022	124.45
05/26/2022	122.9
05/27/2022	125.5
05/30/2022	128.55
05/31/2022	129.8
06/01/2022	129.15
06/02/2022	127.8
06/06/2022	128.7
06/07/2022	127.4
06/08/2022	128.8
06/09/2022	128.4
06/10/2022	127.1
06/13/2022	123.55
06/14/2022	123.35
06/15/2022	122.75
06/16/2022	122.5
06/17/2022	120.85
06/20/2022	119.75
06/21/2022	122.2
06/22/2022	119.5
06/23/2022	117.9
06/24/2022	118.15
06/27/2022	120.95
06/28/2022	119.8
06/29/2022	118.8
06/30/2022	115.8
07/01/2022	111.55
07/04/2022	110.45
07/05/2022	111
07/06/2022	108.85
07/07/2022	112.1
07/08/2022	113.25
07/11/2022	112.25
07/12/2022	109.55
07/13/2022	113.45
07/14/2022	114
07/15/2022	115.5
07/18/2022	114.2
07/19/2022	114.3
07/20/2022	115.05
07/21/2022	116.35
07/22/2022	116.8
07/25/2022	116.7
07/26/2022	115.65
07/27/2022	116.7
07/28/2022	116.9
07/29/2022	118
08/01/2022	117.65
08/02/2022	115.55
08/03/2022	116.25
08/04/2022	116.55
08/05/2022	119.5
08/08/2022	119.25
08/09/2022	119.15
08/10/2022	117.9
08/11/2022	120.05
08/12/2022	120.8
08/15/2022	121.9
08/16/2022	122.1
08/17/2022	122.15
08/18/2022	121.35
08/19/2022	121.55
08/22/2022	119.8
08/23/2022	118.2
08/24/2022	117.9
08/25/2022	119
08/26/2022	119.6
08/29/2022	116.55
08/30/2022	116.75
08/31/2022	117.6
09/01/2022	115.15
09/02/2022	113.9
09/05/2022	114.15
09/06/2022	114.9
09/07/2022	112.2
09/08/2022	113
09/12/2022	115.4
09/13/2022	116
09/14/2022	113.65
09/15/2022	113.85
09/16/2022	112.55
09/19/2022	112.05
09/20/2022	113.05
09/21/2022	112.1
09/22/2022	110.75
09/23/2022	109.7
09/26/2022	107.65
09/27/2022	107.5
09/28/2022	105.25
09/29/2022	104.9
09/30/2022	103.45
10/03/2022	102.2
10/04/2022	104.8
10/05/2022	107.25
10/06/2022	108
10/07/2022	106.2
10/11/2022	100.7
10/12/2022	100.2
10/13/2022	99
10/14/2022	101.85
10/17/2022	99.95
10/18/2022	101.1
10/19/2022	99.75
10/20/2022	99.2
10/21/2022	98.9
10/24/2022	98.6
10/25/2022	96.7
10/26/2022	97.6
10/27/2022	99
10/28/2022	97.75
10/31/2022	99.05
11/01/2022	99.6
11/02/2022	100
11/03/2022	98.7
11/04/2022	98.85
11/07/2022	100.55
11/08/2022	101.6
11/09/2022	104.5
11/10/2022	103.5
11/11/2022	109
11/14/2022	110
11/15/2022	114.7
11/16/2022	114.5
11/17/2022	114.55
11/18/2022	114.25
11/21/2022	113.85
11/22/2022	114.8
11/23/2022	115.6
11/24/2022	116.7
11/25/2022	116.7
11/28/2022	114.35
11/29/2022	115.4
11/30/2022	116.35
12/01/2022	118.35
12/02/2022	117.3
12/05/2022	117.45
12/06/2022	115.3
12/07/2022	114.6
12/08/2022	113.25
12/09/2022	115
12/12/2022	113.9
12/13/2022	113.4
12/14/2022	114.8
12/15/2022	114.9
12/16/2022	113
12/19/2022	112.35
12/20/2022	110.3
12/21/2022	110.75
12/22/2022	112.6
12/23/2022	110.7
12/26/2022	111.1
12/27/2022	111.6
12/28/2022	110
12/29/2022	109.5
12/30/2022	110.2
01/03/2023	110.75
01/04/2023	110.5
01/05/2023	111.3
01/06/2023	111.8
01/09/2023	115.8
01/10/2023	116.25
01/11/2023	116.35
01/12/2023	115.85
01/13/2023	117.2
01/16/2023	118.1
01/17/2023	118.1
01/30/2023	120.7
01/31/2023	118.3
02/01/2023	119
02/02/2023	121
02/03/2023	121
02/06/2023	119.25
02/07/2023	119
02/08/2023	120.85
02/09/2023	120.9
02/10/2023	121
02/13/2023	120.75
02/14/2023	121.65
02/15/2023	118.85
02/16/2023	120.3
02/17/2023	118.75
02/20/2023	119
02/21/2023	118.95
02/22/2023	117.65
02/23/2023	119.4
02/24/2023	118.8
03/01/2023	119.35
03/02/2023	119.25
03/03/2023	119.35
03/06/2023	120.5
03/07/2023	121.3
03/08/2023	120.3
03/09/2023	120.2
03/10/2023	118.3
03/13/2023	118.8
03/14/2023	117.5
03/15/2023	117.6
03/16/2023	117.05
03/17/2023	118.95
03/20/2023	118.1
03/21/2023	118.65
03/22/2023	120.9
03/23/2023	121.85
03/24/2023	122.2
03/27/2023	121.45
03/28/2023	120.4
03/29/2023	120.6
03/30/2023	121.2
03/31/2023	121.6
04/06/2023	121
04/07/2023	121
04/10/2023	121
04/11/2023	120.85
04/12/2023	120.55
04/13/2023	119.5
04/14/2023	120.65
04/17/2023	120.35
04/18/2023	119.95
04/19/2023	119.05
04/20/2023	118.9
04/21/2023	118.6
04/24/2023	118.15
04/25/2023	116.6
04/26/2023	116.1
04/27/2023	116
04/28/2023	117.4
05/02/2023	117.7
05/03/2023	117.2
05/04/2023	117.5
05/05/2023	117.8
05/08/2023	118.55
05/09/2023	118.9
05/10/2023	117.8
05/11/2023	117.55
05/12/2023	117.2
05/15/2023	117.2
05/16/2023	118.6
05/17/2023	120.55
05/18/2023	122.15
05/19/2023	122.5
05/22/2023	122.3
05/23/2023	122.2
05/24/2023	121.6
05/25/2023	123.05
05/26/2023	125.95
05/29/2023	126.75
05/30/2023	126.75
05/31/2023	126.15
06/01/2023	125.15
06/02/2023	126.75
06/05/2023	126.35
06/06/2023	126.7
06/07/2023	128.1
06/08/2023	126.85
06/09/2023	127.8
06/12/2023	129
06/13/2023	131.55
06/14/2023	131.5
06/15/2023	131.9
06/16/2023	131.55
06/19/2023	131.25
06/20/2023	130.55
06/21/2023	130.55
06/26/2023	129.75
06/27/2023	128.9
06/28/2023	129.1
06/29/2023	129.05
06/30/2023	129.1
07/03/2023	130.7
07/04/2023	131
07/05/2023	130.8
07/06/2023	127.9
07/07/2023	127.7
07/10/2023	127.45
07/11/2023	129.2
07/12/2023	129.45
07/13/2023	130.9
07/14/2023	132.25
07/17/2023	132
07/18/2023	129.85
07/19/2023	128.75
07/20/2023	129.35
07/21/2023	127.2
07/24/2023	127.25
07/25/2023	128.85
07/26/2023	128.5
07/27/2023	129.5
07/28/2023	129.5
07/31/2023	128.8
08/01/2023	129.45
08/02/2023	127.85
08/04/2023	127.25
08/07/2023	128.5
08/08/2023	127
08/09/2023	127.2
08/10/2023	126.4
08/11/2023	126.3
08/14/2023	124.5
08/15/2023	124.7
08/16/2023	124.05
08/17/2023	124.6
08/18/2023	123.85
08/21/2023	123
08/22/2023	124
08/23/2023	124.85
08/24/2023	127
08/25/2023	124.55
08/28/2023	125.35
08/29/2023	126.05
08/30/2023	126.6
08/31/2023	125.7
09/01/2023	125.9
09/04/2023	126.75
09/05/2023	126.45
09/06/2023	126
09/07/2023	124.85
09/08/2023	124.3
09/11/2023	123.8
09/12/2023	125.05
09/13/2023	125.2
09/14/2023	126.95
09/15/2023	127.35
09/18/2023	126
09/19/2023	125.45
09/20/2023	124.75
09/21/2023	122.75
09/22/2023	122.65
09/25/2023	123.55
09/26/2023	122.1
09/27/2023	122.15
09/28/2023	122.65
10/02/2023	124.25
10/03/2023	123.5
10/04/2023	121.9
10/05/2023	123.65
10/06/2023	124.1
10/11/2023	126.25
10/12/2023	127.3
10/13/2023	126.95
10/16/2023	126.25
10/17/2023	126.55
10/18/2023	124.8
10/19/2023	124.85
10/20/2023	125.4
10/23/2023	123.85
10/24/2023	123.95
10/25/2023	124.2
10/26/2023	121.75
10/27/2023	122.3
10/30/2023	122
10/31/2023	121.15
11/01/2023	121.75
11/02/2023	124.5
11/03/2023	125.45
11/06/2023	126.55
11/07/2023	126.5
11/08/2023	127.2
11/09/2023	127.25
11/10/2023	126.75
11/13/2023	128.7
11/14/2023	129
11/15/2023	130.55
11/16/2023	130.6
11/17/2023	131
11/20/2023	130.95
11/21/2023	132.55
11/22/2023	131.35
11/23/2023	131.3
11/24/2023	131.2
11/27/2023	130.35
11/28/2023	131.25
11/29/2023	131.15
11/30/2023	131.35
12/01/2023	131.8
12/04/2023	131.3
12/05/2023	130.35
12/06/2023	130.8
12/07/2023	130
12/08/2023	131.05
12/11/2023	131.2
12/12/2023	131.5
12/13/2023	131.55
12/14/2023	133.15
12/15/2023	133.7
12/18/2023	133.9
12/19/2023	133.4
12/20/2023	133.75
12/21/2023	132.6
12/22/2023	132.95
12/25/2023	133.5
12/26/2023	134.25
12/27/2023	135.75
12/28/2023	135.75
12/29/2023	135.45
01/02/2024	134.9
01/03/2024	132.55
01/04/2024	132.5
01/05/2024	132.15
01/08/2024	132.75
01/09/2024	133
01/10/2024	132.3
01/11/2024	132.85
01/12/2024	132.65
01/15/2024	133
01/16/2024	131.65
01/17/2024	127.45
01/18/2024	128.3
01/19/2024	132.9
01/22/2024	133.8
01/23/2024	134.05
01/24/2024	134
01/25/2024	135.65
01/26/2024	135.65
01/29/2024	136.5
01/30/2024	136.15
01/31/2024	134.35
02/01/2024	134.35
02/02/2024	135.1
02/05/2024	135.95
02/15/2024	142.35
02/16/2024	141.3
02/19/2024	141.1
02/20/2024	141.65
02/21/2024	141.2
02/22/2024	142.8
02/23/2024	143.75
02/26/2024	143.95
02/27/2024	143.35
02/29/2024	143.3
03/01/2024	142.8
03/04/2024	146.95
03/05/2024	148.15
03/06/2024	148.85
03/07/2024	152.3
03/08/2024	154.45
03/11/2024	152.9
03/12/2024	154.5
03/13/2024	155.25
03/14/2024	155.1
03/15/2024	153
03/18/2024	154.4
03/19/2024	154.05
03/20/2024	153.2
03/21/2024	157.4
03/22/2024	157.2
03/25/2024	157.5
03/26/2024	157.6
03/27/2024	157.65
03/28/2024	156.9
03/29/2024	157.9
04/01/2024	157.4
04/02/2024	159.65
04/03/2024	158.55
04/08/2024	159.45
04/09/2024	163.25
04/10/2024	163
04/11/2024	162.5
04/12/2024	162.1
04/15/2024	160
04/16/2024	155.65
04/17/2024	157.4
04/18/2024	158.95
04/19/2024	150.9
04/22/2024	150.45
04/23/2024	151.9
04/24/2024	156.35
04/25/2024	153.5
04/26/2024	156
04/29/2024	158.8
04/30/2024	158.25
05/02/2024	156.15
05/03/2024	156.95
05/06/2024	159.2
05/07/2024	160.1
05/08/2024	160.7
